Jahr;Geschlecht;Vorname;Anzahl
2006;W;Keerthana;1
2006;M;Kenan;1
2006;M;Keremcan;1
2006;W;Kevser;2
2006;M;Khadim;1
2006;M;Kilian;1
2006;W;Kim;3
2006;W;Larissa;3
2006;W;Layla;1
2006;W;Léan;1
2006;M;Leonardo;2
2006;M;Levin;1
2006;W;Lilia;1
2006;W;Lily;1
2006;M;Lion;1
2006;M;Lorik;3
2006;M;Maximilian;1
2006;W;Melek;2
2006;W;Melina;1
2006;M;Memedali;1
2006;M;Mert;1
2006;W;Merve;2
2006;M;Yanick;1
2006;M;Yannik;2
2006;W;Ylenia;1
2006;M;Zaher;1
2006;W;Zelin;1
2006;M;Ziming;1
2006;W;Zoë;1
2007;M;Aarjan;1
2007;M;Aaron;3
2007;M;Abdul;1
2007;W;Abigail;1
2007;M;Adrian;4
2007;W;Alba;2
2007;M;Aleksey;1
2007;M;Alex;1
2007;M;Almir;1
2007;W;Altina;2
2007;W;Alyson;1
2007;W;Amela;1
2007;W;Amira;2
2007;W;Amrita;1
2007;W;Ana;2
2007;W;Anastasia;1
2007;M;Anees;1
2007;W;Anila;1
2007;M;Aras;1
2007;W;Ardita;1
2007;M;Arion;1
2007;W;Ayse;2
2007;W;Baileigh;1
2007;M;Bartu;1
2007;M;Bela;1
2006;W;Ioanna;1
2006;M;Isen;1
2006;W;Isra;1
2006;W;Jana;3
2006;M;Janik;1
2006;M;Jascha;1
2006;M;Jason;1
2006;M;Jathursan;1
2006;M;Jeremy;2
2006;M;Jiyan;2
2006;W;Jocelyn;1
2006;M;Joël;1
2006;M;Joel-Isai;1
2006;W;Joëlle;1
2006;W;Johanna;2
2006;M;Jonas;5
2006;M;Jordan;1
2006;W;Julia;7
2006;M;Julian;5
2006;W;Juno;1
2006;M;Jussi;1
2006;M;Kennedy;1
2006;M;Kerem;2
2006;M;Kevin;5
2006;W;Kiara;1
2006;W;Kukka;1
2006;W;Ladina;1
2006;M;Lael;1
2006;W;Laetitia;1
2006;W;Laura;8
2006;W;Lea;6
2006;W;Léa-Sophie;1
2006;M;Lélio;1
2006;M;Lennart;1
2006;M;Leonard;1
2006;W;Leonie;2
2006;W;Liana;1
2006;W;Lorentina;1
2006;M;Luan;6
2006;M;Luca;6
2006;W;Luisianny;1
2006;M;Luka;3
2006;W;Lyn;1
2006;W;Maïna;1
2006;W;Mana;2
2006;W;Mara;3
2006;W;Maria;3
2006;W;Mariana;1
2006;W;Marisa;1
2006;W;Marlen;1
2006;M;Mateo;1
2006;M;Mathis;1
2006;M;Matias;1
2006;M;Mats;1
2006;M;Matteo;4
2006;W;May;1
2006;W;Megan;1
2006;W;Melis;2
2006;W;Melissa;2
2006;M;Merdian;1
2006;W;Meret;1
2006;M;Selim;1
2006;M;Seth;1
2006;W;Sibel;1
2006;W;Tamara;1
2006;W;Valeria;2
2006;W;Vanessa-Giusy;1
2006;M;Vincent;2
2006;W;Viviane;1
2006;W;Wesina;1
2006;W;Winnie;1
2006;M;Yunus;2
2006;W;Zehra;1
2006;M;Zhanali;1
2006;W;Zilan;1
2006;W;Zoé;1
2007;M;Aditya;1
2007;M;Adriano;1
2007;W;Akensa;1
2007;M;Alessio;5
2007;W;Aleyna;1
2007;M;Alfie;1
2007;W;Ambre;1
2007;M;Amethesh;1
2007;M;Ammar;1
2007;W;Andjela;1
2007;M;Joel;4
2007;M;Jonas;4
2007;M;José;1
2007;W;Kalin-Mae;1
2007;M;Kamin;1
2007;M;Karim;2
2007;W;Katarina;1
2007;M;Koray;2
2007;W;Ladina;2
2007;M;Leandro;3
2007;M;Leotrim;1
2006;M;Noé;1
2006;W;Noelia;1
2006;W;Noumidia;1
2006;W;Ornela;1
2006;M;Oskar;1
2006;M;Patrick;1
2006;M;Raphael;1
2006;M;Raz;1
2006;W;Rihanna;1
2006;M;Ronny;1
2006;M;Salahdin;1
2006;W;Scherin;1
2006;W;Shea;1
2006;W;Shikha;1
2006;W;Sonia;1
2006;M;Timo;1
2006;M;Timon;4
2006;M;Tiziano;1
2006;M;Tuncay;1
2006;M;Tyren;1
2006;M;Vithiyananth;1
2006;W;Vivienne;2
2006;M;Yavuz;1
2006;M;Yehonatan;1
2006;M;Yves;1
2006;W;Zia;1
2007;M;Adam;1
2007;M;Agon;1
2007;M;Aholiav;1
2007;W;Aissatou;1
2007;M;Alessandro;3
2007;M;Alexi;1
2007;W;Aline;3
2007;W;Amelie;2
2007;M;Amir;1
2007;W;Amra;1
2007;W;Anaïs;3
2007;W;Anesa;3
2007;W;Ann-Marie;1
2007;W;Anna;9
2007;W;Annik;1
2007;W;Antje;1
2007;W;Anusha;1
2007;M;Argjent;1
2007;M;Arno;1
2007;M;Aron;1
2007;M;Arsanios;1
2007;M;Asadullah;1
2007;W;Asia;2
2007;W;Audrey;1
2007;M;Aziz;1
2007;M;Beda;1
2007;W;Bleona;1
2007;M;Brian;1
2007;M;Bruno;1
2007;M;Cameron-Kenneth;1
2007;M;Candas;1
2007;W;Carla;3
2007;W;Catalina;1
2007;W;Cheyenne;3
2007;W;Chukwucherem;1
2007;M;Cyprien;1
2007;M;Damien;1
2007;W;Dana;2
2007;M;Daniele;1
2007;M;Danil;1
2007;M;Ege;3
2007;W;Ekaterini;1
2007;W;Elanur;1
2007;W;Elin;2
2007;M;Elkin;1
2007;M;Emanuel;1
2007;M;Emre;1
2007;W;Enja;1
2007;W;Era;1
2007;W;Erisa;1
2007;W;Erleta;1
2007;M;Esmer;1
2007;W;Eva;1
2007;W;Ezel;1
2007;W;Fallon;1
2007;M;Félix;1
2007;M;Finn;3
2007;M;Flurin;1
2007;W;Franca;1
2007;M;Francesco;1
2007;W;Gaviga;1
2007;M;Georgios;1
2007;M;Gjon;1
2007;M;Goran;1
2007;W;Gretha;1
2007;W;Hanna;2
2007;M;Haru;1
2007;W;Havin;1
2007;W;Helena;1
2007;W;Hevin;1
2007;M;Ilmi;1
2007;M;Isaak;1
2007;M;Jaime;1
2007;M;Jan;2
2007;W;Jana;2
2007;W;Jandira;1
2007;M;Janik;2
2007;M;Jari;1
2007;W;Jenna;1
2007;W;Jennifer;1
2007;M;Josef;1
2007;M;Joshau;1
2007;W;Josselyn;1
2007;W;Lily;2
2007;W;Liv;3
2007;W;Lou;2
2007;M;Lucius;1
2007;W;Luisa;1
2007;M;Lukas;4
2007;M;Luke;2
2007;M;Mael;1
2007;W;Maja;5
2007;M;Malcolm;1
2007;W;Manoush;1
2007;M;Marko;2
2007;M;Mateo;3
2007;M;Matheo;1
2007;M;Maurice;1
2007;M;Maxime;1
2007;M;Meo;2
2007;W;Mia;6
2007;M;Michael;2
2007;M;Mike;1
2007;M;Naveen;1
2007;M;Nayan;1
2007;W;Neela;1
2007;M;Nikola;2
2007;M;Oswaldo;1
2007;W;Öznur;1
2007;W;Pascale;1
2007;W;Renusha;1
2007;W;Sabrin;1
2007;M;Saïan;1
2007;M;Schoaib;1
2007;M;Sebastian;3
2007;M;Seifeddine;1
2007;M;Seliano;1
2007;M;Sergio;2
2007;M;Sevkan;1
2007;W;Shadije;1
2007;W;Sheila;2
2007;W;Soppi;1
2007;W;Suela;1
2007;W;Tanem;1
2007;M;Tarek;1
2007;M;Thomas;1
2007;W;Victoria;1
2007;M;Vincenzo;1
2007;W;Vivian;1
2007;W;Yaël;1
2007;M;Yanis;1
2007;W;Yara;1
2007;W;Zora;1
2008;M;Alexander-Laurent;1
2008;W;Alyn;1
2008;W;Amanda;1
2008;W;Amt-Ul-Alim;1
2008;W;Ana;2
2008;W;Ann-Sophie;1
2008;W;Arei;1
2008;W;Ariane;1
2008;M;Basil;1
2008;M;Bela;1
2008;M;Benedikt;1
2018;W;Rüya;1
2018;W;Sanaa;1
2018;M;Semih;1
2018;W;Sinem;1
2018;W;Sofie;1
2018;W;Tasnim;1
2018;W;Taynara;1
2018;W;Teuta;1
2018;M;Thierry;1
2018;M;Tiago;1
2018;M;Till;1
2018;W;Timea;1
2018;M;Timeo;1
2018;M;Timo;6
2018;M;Tommaso;1
2018;W;Valentina;7
2018;M;Vicente;1
2018;M;Vito;3
2018;M;Vittorio;1
2018;W;Vivienne;1
2018;M;Yasin;1
2018;M;Yeremy;1
2018;M;Yoan;1
2018;M;Yunu;1
2018;W;Zahra;1
2018;M;Zayan;1
2018;M;Zubair;1
2019;M;Aahas;1
2019;M;Adrien;1
2019;W;Aiko;1
2019;W;Ajla;1
2019;W;Ajna;1
2019;M;Akin;1
2019;M;Alessandro;4
2019;W;Aline;1
2019;W;Alissa;2
2019;M;Alvin;2
2019;W;Alya;1
2019;W;Alycia;1
2019;W;Alyssia;1
2019;W;Amelie;2
2019;W;Amélie;3
2019;M;Ammar;1
2019;M;Andri;1
2019;W;Annelen;1
2019;W;Annika;1
2019;W;Annina;1
2019;M;Aris;1
2019;W;Arsema;1
2019;M;Artur;1
2019;W;Arya;4
2019;W;Aryana;1
2019;W;Asmin;1
2019;W;Augusta;1
2019;W;Avjin;1
2019;M;Ayan;1
2019;M;Ayden;1
2019;M;Azad;1
2019;W;Bérénice;1
2019;W;Bojana;1
2019;M;Cameron;1
2019;M;Camilo;1
2019;W;Carla;1
2019;W;Cassia;1
2019;W;Charlotte;1
2019;W;Chiara;1
2019;W;Chloe;1
2019;W;Çiçek;1
2019;M;Clayton;1
2019;W;Dahna;1
2019;W;Daliah;1
2019;M;Danny;1
2019;M;Dario;1
2019;W;Dayana;1
2019;M;Denis;1
2019;M;Edwin;1
2019;W;Éléonore;1
2019;W;Eline;1
2019;M;Elior;1
2019;W;Éloïse;1
2019;W;Eloisia;1
2019;M;Elyas;1
2019;M;Emilio;3
2019;W;Enisa;1
2019;M;Eric;1
2019;W;Erza;1
2019;M;Ethan;1
2019;W;Eva-Lotta;1
2019;W;Florentina;1
2019;W;Frances;1
2019;M;Francis;2
2019;W;Frida;2
2019;W;Frieda;3
2019;M;Gian;1
2019;M;Gianmarco;1
2019;M;Giorgio;1
2019;W;Godwill;1
2019;W;Hana;1
2019;W;Hania;1
2019;W;Hanim;1
2015;W;Sole;1
2015;W;Soleil;1
2015;W;Souad;1
2015;W;Svea;2
2015;M;Taiyo;1
2015;W;Tara;2
2015;W;Tazriyan;1
2015;M;Teodor;1
2015;W;Thea;1
2015;W;Tiana;1
2015;M;Tibor;1
2015;W;Tina;2
2015;M;Tomasz;1
2015;M;Toshi;1
2015;M;Ubejd;1
2015;W;Una;1
2015;W;Valeria;1
2015;W;Viktoria;1
2015;M;Walo;1
2015;W;Wangchuk;1
2015;M;Wanja;2
2015;M;Yannik;1
2015;M;Yigit;1
2015;M;Ylli;1
2015;M;Yonatan;1
2015;W;Yuika;1
2015;W;Zara;1
2015;M;Zeus;1
2015;W;Ziva;1
2015;W;Zoé;2
2016;M;Abdel;1
2016;M;Abdirahman;1
2016;M;Abdurrahman;1
2016;W;Adél;1
2016;M;Adem;2
2016;M;Aeneas;1
2016;W;Aila;1
2016;W;Aisha;1
2016;M;Aleksandar;1
2016;M;Alessio;3
2016;W;Alexandra;4
2016;M;Alexandre;1
2016;W;Alexia;1
2016;W;Alyssa;1
2016;W;Amélie;4
2016;M;Amon;1
2016;W;Andjelina;1
2016;W;Anisa;1
2016;W;Annika;1
2016;W;Ariana;4
2016;W;Asu;1
2016;W;Ava;5
2016;M;Ayan;1
2016;W;Cataleya;2
2016;M;Celal;1
2016;M;Cenk;1
2016;W;Chantelle;1
2016;M;Chen-David;1
2019;M;Haoyun;1
2019;W;Hope;1
2019;M;Ilyas;3
2019;W;Inaja;1
2019;W;Isaira;1
2019;M;Jan;1
2019;W;Janelle;1
2019;W;Jînda;1
2019;M;Jonathan;5
2019;M;Jorin;1
2019;W;Juno;2
2019;M;Juri;2
2019;W;Kadidiatou;1
2019;W;Leandra;2
2019;M;Léonard;1
2019;W;Leya;1
2019;M;Leyan;1
2019;W;Lina;10
2019;M;Linus;2
2019;M;Liyan;2
2019;M;Loïc;1
2019;W;Lorina;1
2019;W;Luana;2
2019;W;Mala;1
2019;M;Malti;1
2019;W;Mara;2
2019;M;Marco;3
2019;M;Marin-Mijo;1
2019;W;Marlene;1
2019;M;Marlo;2
2019;M;Mathias;1
2019;M;Mattia;2
2019;M;Max;4
2019;M;Maxim;2
2019;W;Maxine;2
2019;W;Melissa;3
2019;M;Melvyn;1
2016;W;Clementine;1
2016;M;Daksh;1
2016;M;Damian;2
2016;M;Danilo;2
2016;W;Deniz;1
2016;W;Derin;2
2016;W;Diana;1
2016;M;Diar;1
2016;W;Dijle;1
2016;W;Divora;1
2016;W;Dorina;2
2016;M;Dylan;1
2016;M;Edin;1
2016;M;Edward;2
2016;M;Eike;1
2016;M;Elbion;1
2016;W;Eleanor;1
2016;W;Elif;3
2016;M;Elija;1
2016;W;Elin;6
2016;W;Elise;2
2016;W;Eljona;1
2016;W;Ella;8
2016;W;Eloïse;1
2016;W;Emelie;1
2016;M;Enoch;1
2016;M;Eric;1
2016;W;Ermelinda;1
2016;W;Eugénie;1
2016;W;Fatima;1
2016;W;Faye;1
2016;M;Fayez;1
2016;M;Finn;2
2016;M;Florian;2
2016;M;Francisco;1
2016;W;Frieda;2
2016;M;Gabrijel;1
2016;M;Gian;3
2016;W;Giulia;2
2016;M;Godson;1
2016;M;Gustav;1
2016;M;Heja;1
2016;M;Henri;1
2016;W;Hiwi;1
2016;W;Hosiana;1
2016;M;Ilya;1
2016;W;Isabelle;1
2016;W;Jaélle;1
2016;M;Jakob;4
2016;M;Jamie;1
2016;M;Jan;2
2016;M;Jaron;4
2016;M;Jayden;2
2016;W;Jenushka;1
2016;M;Jerija;1
2016;M;Jetmir;1
2016;M;Jewel;1
2016;M;Joël;1
2016;W;Joelle;1
2016;W;Jola;1
2016;M;Joris;2
2016;M;Joschua;1
2016;W;Joséphine;2
2016;M;Joshua;1
2016;W;Joy;1
2016;W;Judith;1
2016;W;Julia;6
2016;M;Julien;1
2016;W;Juliette;2
2016;M;Julio;1
2016;M;Junijs;1
2016;M;Justus;2
2016;M;Karwin;1
2016;W;Kayusika;1
2016;M;Kenan;1
2016;W;Kevser;1
2016;M;Keya;1
2019;W;Merlin;1
2019;W;Meva;1
2019;M;Mian;2
2019;W;Micol;1
2019;M;Mihail;1
2016;M;Marko;1
2016;W;Marnie;1
2016;W;Martha;1
2016;M;Mathis;4
2016;W;Matilde;1
2016;M;Mats;1
2016;M;Matthew;1
2016;M;Maurus;1
2016;W;Maye;1
2016;W;Merle;2
2016;M;Mikail;1
2016;M;Miles;1
2016;W;Mira;9
2016;W;Mirjam;1
2016;M;Mohamed;1
2016;W;Munira;1
2016;M;Nahom;1
2016;M;Nasir;1
2016;W;Naz;1
2016;W;Negin;1
2016;M;Ngawang;1
2016;M;Nick;1
2016;M;Niclas;1
2016;M;Nigel;1
2016;M;Nihaad;1
2016;W;Nika;2
2016;M;Noam;1
2016;M;Noe;1
2016;W;Noelia;1
2016;M;Noyan;2
2016;W;Nuria;2
2016;W;Olaya;1
2016;W;Olivia;5
2016;M;Omansh;1
2020;W;Eslem;1
2020;W;Esti;1
2020;W;Eylül;1
2020;M;Florian;1
2020;M;Francesco;2
2020;M;Gaspar;1
2020;W;Genesis;1
2020;M;George;1
2020;W;Giulia;3
2020;W;Hailey;1
2020;W;Harriett;1
2020;W;Héloïse;1
2020;M;Henry;6
2020;W;Hilma;1
2020;W;Hosanna;1
2020;M;Ilim;1
2020;M;Imran;1
2020;M;Jakob;4
2020;M;Jaromir;1
2020;W;Joana;2
2020;W;Joanna;1
2020;W;Johanna;3
2020;M;Johannes;1
2020;W;Joséphine;4
2020;M;Joshua;4
2020;M;Jusuf;1
2020;W;Kaia;1
2020;M;Kamon;1
2020;W;Kayennat;1
2020;M;Khalil;2
2020;M;Khan;1
2020;M;Kiaan;1
2020;W;Klara;2
2020;M;Kyan;2
2020;W;Laila;2
2020;M;Lars;1
2020;W;Laura;2
2020;M;Leano;1
2020;M;Leart;1
2020;W;Leia;1
2020;W;Léna;1
2020;W;Leni;2
2020;M;Lenny;1
2020;M;Levin;1
2020;W;Leya;1
2020;W;Leyla;2
2020;W;Liana;2
2020;W;Lili;1
2020;W;Linnea;1
2020;M;Lino;4
2020;M;Linus;3
2020;M;Lior;2
2020;M;Lirian;1
2020;W;Lora;1
2020;M;Louey;1
2020;M;Louis;2
2020;W;Louisa;3
2020;M;Luca;3
2020;M;Lucas;3
2020;W;Lucie;1
2020;M;Lucio;1
2020;W;Lydia;1
2020;W;Lynn;1
2020;W;Macarena;1
2020;W;Maelle;1
2020;W;Maifah;1
2020;M;Malik;3
2020;M;Manuel;3
2020;W;Maria-Esther;1
2020;W;Mariana;2
2020;W;Marilla;1
2020;M;Mark;1
2020;W;Martha;4
2020;W;Marwa;1
2020;M;Mathis;2
2020;M;Matis;1
2016;M;Paolo;1
2016;W;Pelagia;1
2016;W;Philomena;2
2016;M;Rafael;2
2016;M;Rana;1
2016;M;Raúl;1
2016;M;Rémi;1
2016;M;Ritesh;1
2016;M;Robin;3
2016;M;Rocco;1
2016;M;Rodi;1
2016;M;Saifullah;1
2016;W;Salome;2
2016;M;Samuel;3
2016;M;Selim;1
2016;W;Selin;2
2016;W;Sephora;1
2016;W;Seraina;1
2016;W;Seraphine;1
2016;W;Shukrie;1
2016;M;Silas;1
2016;M;Sylvester;1
2016;M;Taito;1
2016;W;Tamara;1
2016;M;Tamim;1
2016;M;Tanay;1
2016;W;Tenzin;1
2016;M;Thamiliniyan;1
2016;M;Timo;2
2016;W;Tirzah;1
2016;M;Travis;1
2016;M;Truls;1
2016;M;Truong;1
2016;W;Tuana;1
2016;M;Tyrone;1
2016;M;Umut;1
2016;W;Una;1
2016;M;Vasilije;1
2016;M;Vincent;3
2016;W;Viola;1
2016;M;Wendelin;1
2016;W;Yaira;1
2016;W;Yasmin;1
2016;W;Yona;1
2016;M;Yun;1
2016;W;Yuna;4
2016;W;Zaara;1
2016;W;Zaffira;1
2016;M;Zeno;1
2016;M;Zieon;1
2016;W;Ziqafete;1
2016;W;Zoe;1
2016;W;Zoé;7
2016;W;Zoë;2
2017;W;Adesuwa;1
2017;M;Adis;1
2017;W;Adithi;1
2017;M;Akif;1
2017;M;Akil;1
2017;M;Alan;2
2017;W;Aleena;1
2017;M;Alexandre;2
2017;W;Alma;3
2017;W;Alva;2
2017;W;Amelie;2
2017;W;Amra;1
2017;M;Andreas;1
2017;W;Anne;1
2017;W;Anne-Sophie;1
2017;M;Arda;1
2017;M;Aren;2
2017;W;Ariana-Rosa;1
2020;M;Merlin;1
2020;M;Mikael;1
2020;M;Moën;1
2020;M;Muhammed;2
2020;W;Mylène;1
2020;W;Naeva;1
2020;W;Namika;1
2020;W;Neva;2
2020;W;Noa;2
2020;W;Noam;1
2020;M;Noar;2
2020;W;Noelia;1
2020;W;Norea;1
2020;W;Nuria;1
2020;W;Penelope;2
2020;W;Perla;1
2020;M;Pit;1
2020;M;Raonar;1
2020;M;Rayansh;1
2020;M;Rimat;1
2020;W;Roya;1
2020;M;Rubio;1
2020;M;Ryan;2
2020;M;Said;1
2020;W;Sara;1
2020;M;Selama;1
2020;M;Shimon;1
2020;W;Sofía;1
2020;W;Tsiyon;1
2020;W;Una;1
2020;M;Vincent;4
2020;M;Wahid;1
2020;M;Wim;1
2020;M;Yi-Cheng;1
2020;W;Zoe;4
2020;W;Zoë;1
2021;W;Aala;1
2021;M;Adonay;1
2021;M;Aeneas;1
2021;M;Ahad;1
2021;M;Aiko;1
2021;W;Ajna;2
2021;W;Alissa;1
2021;M;Álvaro;1
2021;M;Amari;1
2021;M;Amir;1
2021;W;Amy;2
2021;W;Anne;2
2021;M;Arda;1
2021;W;Ariana;1
2021;W;Åsa;1
2021;W;Asmin;1
2021;W;Assinat;1
2021;W;Astrid;2
2021;W;Aurelia-Madeleine;1
2021;M;Aurelio;1
2021;W;Avani;1
2021;M;Axel;2
2021;M;Ayanda;1
2021;M;Bernardo;1
2021;W;Bigna;1
2021;W;Blu;1
2021;W;Bountouraby-Cheyenne;1
2021;W;Britney;1
2021;M;Caio;1
2021;W;Cassandra;1
2021;W;Cataleya;1
2021;M;Celio;1
2021;M;Charles;1
2021;W;Charlotte-Luise;1
2021;W;Chloe;1
2021;W;Chloé;3
2021;W;Clea;3
2021;M;Cleo;1
2021;M;Firdeus;1
2021;M;Frederik;1
2021;W;Frieda;4
2021;W;Gaia;1
2021;M;Georges;1
2021;W;Hayat;1
2021;M;Hector;2
2021;M;Hélio;1
2021;M;Henri;3
2021;M;Henrik;2
2021;M;Hiwa;1
2021;M;Hongyi;1
2021;W;Hope;1
2021;W;Ida;7
2021;W;Ilse;1
2021;M;Imran;2
2021;W;Iria;1
2021;W;Isabelle;1
2021;M;Issa;1
2021;M;Ivan;2
2021;M;Jano;2
2021;M;Jaron;3
2021;M;Jayden;1
2021;W;Jeannine;1
2021;M;Jeroen;1
2021;M;Jon;2
2021;M;Jorge;1
2021;W;Jorina;1
2021;M;Joscha;1
2021;M;Josef;1
2021;M;Joseph;3
2021;M;Joshua;3
2017;W;Ela;3
2017;M;Elias;7
2017;W;Eline;3
2017;W;Elisabeth;1
2017;W;Élise;1
2017;W;Ella;8
2017;M;Elliot;1
2017;W;Elona;1
2017;W;Elroe;1
2017;M;Elyesa;1
2017;M;Emile;1
2017;W;Emilia;11
2017;W;Émilie;3
2017;W;Emily;1
2017;M;Emir;2
2017;M;Emre;1
2017;M;Endrit;1
2017;M;Enea;2
2017;W;Enja;1
2017;W;Era;2
2017;M;Erblin;1
2017;W;Eriona;1
2017;W;Eyili;1
2017;M;Finn;3
2017;W;Fiona;4
2017;M;Florián;1
2017;W;Frieda;1
2017;M;Furkan;1
2017;W;Gaia;1
2017;W;Gauri;1
2017;M;Gian;4
2017;M;Gil;1
2017;W;Grace;1
2017;M;Grayson;1
2017;W;Gwendolin;1
2017;M;Hassan;2
2017;W;Helena;2
2017;W;Hyab;1
2017;M;Ian;3
2017;M;Ileas;1
2017;M;Ileo;1
2017;M;Ilir;2
2021;W;Matthea;1
2021;M;Mattia;2
2021;W;Merle;2
2021;M;Mikael;1
2021;M;Mikail;1
2021;W;Milica;1
2021;W;Mina;2
2021;W;Minnah;1
2021;M;Mio;1
2021;M;Mîran;1
2021;M;Miro;1
2021;M;Mohammed;1
2021;M;Muneer;1
2021;W;Naara;1
2021;M;Naël;1
2021;M;Natar;1
2021;W;Naya;1
2021;W;Nehela;1
2021;W;Nia;2
2021;W;Nieke;1
2021;W;Niki;1
2021;W;Nina;7
2021;M;Noa;2
2021;M;Noar;2
2021;M;Norman;1
2021;W;Olga;1
2021;M;Oskar;1
2021;M;Otto;1
2021;M;Phileas;1
2021;W;Rashmika;1
2021;M;Redon;1
2021;W;Rio;1
2021;M;Rishik;1
2021;M;Ron;2
2021;W;Ronja;5
2021;W;Rosalie;2
2021;M;Rubén;1
2021;W;Salome;1
2021;W;Sama;3
2021;W;Sara;4
2021;W;Sarah;2
2021;M;Seán;2
2021;W;Selena;1
2021;M;Silias;1
2021;W;Sonja;1
2021;M;Srafel;1
2021;W;Sumeja;2
2021;W;Suri;1
2021;M;Thies;1
2021;W;Toni;2
2021;M;Trim;1
2021;M;Umaru;1
2021;W;Wilma;1
2021;M;Yannick;1
2021;M;Yannis;2
2021;M;Yhoran;1
2021;W;Yoana;1
2017;W;Iman;1
2017;W;Isabel;2
2017;M;Jannis;2
2017;M;Jaylon;1
2017;W;Jekaf;1
2017;M;Johan;1
2017;M;Jork;1
2017;W;Judith;1
2017;M;Kilian;1
2017;W;Larysa;1
2017;M;Léon;1
2017;M;Leonardo;4
2017;W;Liana;2
2017;W;Lilya;1
2017;W;Ronya;1
2017;M;Ryan;1
2017;W;Selin;1
2017;W;Sifan;1
2017;M;Simao;2
2017;W;Sonja;2
2017;M;Teo;2
2017;M;Toni;1
2017;W;Valerie;1
2017;M;Veit;1
2017;W;Viviana;1
2017;W;Yiraysa;1
2017;M;Zakaria;1
2017;W;Zoé;3
2017;W;Zoë;3
2018;M;Abderrahman;1
2018;W;Ada;2
2018;W;Akshayaa;1
2018;W;Amelie;3
2018;W;Amira;1
2018;M;Aneirin;1
2018;W;Anthonella;1
2018;M;Anton;2
2018;M;Apollo;1
2018;M;Arenzo;1
2018;M;Aurelio;1
2018;M;Ayden;1
2018;W;Aylis;1
2018;M;Azlan;1
2018;W;Barbora;1
2018;W;Berfin;1
2018;M;Björn;1
2018;M;Boris;1
2018;M;Can;2
2018;W;Cataleya;1
2018;M;Cem;1
2018;M;Charlie;1
2018;W;Chloé;1
2018;M;Dajjen;1
2018;M;Denis;1
2018;M;Diar;2
2018;W;Dilan;1
2018;W;Drita;1
2018;M;Eliot;2
2018;W;Elizabeth;3
2018;W;Emelie;1
2018;W;Emeraude;1
2018;W;Emmeline;1
2018;W;Fabiana;1
2018;M;Finian;1
2018;W;Fiona;1
2018;W;Florisa;1
2018;W;Grace;1
2018;W;Hanna;5
2018;W;Hannah;6
2018;W;Irina;1
2018;M;Isiah;1
2018;M;Ivaan;1
2018;M;James;5
2018;M;Jax;1
2018;M;Jayden;1
2018;M;Jesvin;1
2018;W;Joana;1
2018;M;Jules;1
2018;W;Juna;4
2018;M;Kane;1
2018;W;Lainee;1
2018;M;Leandro;5
2018;M;Levi;5
2018;M;Liang;1
2018;M;Livian;1
2018;M;Loris;1
2018;M;Loui;1
2018;M;Lukas;4
2018;W;Mae;1
2018;W;Maeva;1
2018;W;Marcia;1
2018;M;Marko;1
2018;M;Matija;1
2018;M;Mats;2
2018;W;Mava;1
2018;M;Maximilian;7
2018;M;Mert;1
2018;M;Mohamed;1
2018;M;Muhaned;1
2018;W;Naina;1
2018;W;Naomi;1
2018;W;Nella;1
2018;W;Nicole;1
2018;W;Noé;1
2018;M;Noel;2
2018;W;Odelya;1
2018;M;Oemer;1
2018;M;Omar;5
2018;W;Ophelia;2
2018;M;Paul;8
2018;M;Raheem;1
2018;M;Rigden;1
2018;M;Rikar;1
2018;M;Roi;1
2018;W;Ronja;4
2018;W;Rosalie;1
2018;M;Rron;1
2018;W;Saisha;1
2018;W;Sára;1
2018;M;Satyam;1
2018;W;Sehaj;1
2018;W;Semaiqa;1
2018;M;Shion;1
2018;W;Siana;2
2018;W;Sienna;2
2018;M;Siko;1
2018;M;Siwan;1
2018;W;Skye;1
2018;W;Smyrna;1
2018;W;Sofia;4
2018;W;Solveig;1
2018;W;Soria;1
2018;W;Suela;2
2018;M;Tefik;1
2018;W;Tenzin;3
2018;W;Tesnim;1
2018;W;Thivana;1
2018;M;Thore;1
2018;W;Tiana;1
2018;M;Tiimo;1
2018;M;Tristan;1
2018;M;Tsgab;1
2018;W;Tuana;2
2018;W;Tulin;1
2018;W;Ulany;1
2018;W;Violeta;2
2018;M;Wojciech;1
2018;M;Wyn;1
2018;W;Xezal;1
2018;M;Yehuda;1
2018;M;Yoshua;1
2018;W;Zerya;1
2018;M;Zyan;1
2019;M;Abel;1
2019;W;Ada;3
2019;M;Adrian;2
2019;W;Agnes;2
2019;W;Ailina;1
2019;W;Aisatu;1
2019;W;Aksa;1
2019;W;Alba;2
2019;M;Aleksander;2
2019;M;Alex;3
2019;M;Ali;2
2019;W;Alicia;3
2019;W;Alina;1
2019;W;Alisa;1
2019;W;Allegra;1
2019;M;Alois;1
2019;M;Alvaro;1
2019;M;Álvaro;1
2019;M;Aman;1
2019;W;Amelia;3
2019;M;Amiel;1
2019;M;Amos;1
2019;W;Anea;1
2019;M;Angelo;1
2019;W;Anja;1
2019;M;Anselm;1
2019;M;Ante-Tomislav;1
2019;M;Ares;1
2019;M;Ariel;1
2019;W;Athina;1
2019;W;Audrey;1
2019;M;Azad-Yekta;1
2019;W;Azra;1
2019;M;Benoit;1
2019;W;Berfin;1
2019;M;Bledi;1
2019;M;César;1
