Jahr;Geschlecht;Vorname;Anzahl
2019;W;Laya;1
2019;W;Leal;1
2019;M;Leandro;3
2019;M;Leif;1
2019;M;Liam;7
2019;M;Lian;3
2019;W;Linda;1
2019;M;Liun;1
2019;W;Liva;1
2019;W;Liya;1
2019;M;Lono;1
2019;W;Philine;5
2019;M;Pietro;2
2019;M;Swjatoslaw;1
2019;M;Theias;1
2019;M;Thilo;2
2019;M;Thor;1
2019;M;Toma;1
2019;M;Toni;1
2019;M;Trim;1
2019;W;Twesha;1
2019;W;Vaishnavi;1
2019;W;Vania;1
2019;W;Verena;1
2019;M;Wallace;1
2019;M;Yaro;1
2019;M;Yuzuki;1
2019;W;Zahia;1
2019;W;Zelal;1
2019;W;Zerya;1
2019;W;Zeynep;2
2019;M;Zhulqarnain;1
2019;W;Zoey;1
2020;M;Aaron;4
2020;W;Aathvika;1
2020;W;Adea;3
2020;W;Alea;1
2020;M;Alessandro;3
2020;M;Alex;1
2020;M;Alexander;6
2020;W;Alexandra;1
2020;W;Alia;2
2020;M;Aliasaf;1
2020;W;Aliénor;1
2020;W;Alisa;3
2020;W;Alva;1
2020;M;Álvar;1
2020;M;Aman;1
2020;W;Amandine;2
2020;W;Amelia;6
2020;W;Amina;3
2020;M;Andreas;2
2020;M;Andrej;1
2020;M;Anel;1
2020;W;Ani;1
2020;M;Antoni;1
2020;M;Ayaz;1
2020;W;Ayla;1
2020;W;Ayleen;1
2020;W;Borjana;1
2020;W;Brianna;1
2020;M;Can;1
2020;W;Celine;1
2020;W;Chava;1
2020;M;Christos;1
2020;M;Ciwan;1
2020;W;Clara;2
2020;W;Clelia;1
2020;W;Cleophea;1
2020;M;Côme;1
2020;W;Costanza;1
2020;W;Danai;1
2020;M;David;6
2020;M;Dian;1
2020;M;Duarte;1
2020;W;Duena;1
2020;W;Eden;1
2020;W;Eldana;1
2020;M;Eleas;1
2020;W;Eleonora;1
2020;W;Eleyna;1
2020;M;Elia;5
2020;M;Isak;1
2020;M;Jamy;1
2020;W;Jasmina;1
2020;W;Jiana;1
2020;M;Jonas;7
2020;M;Jorin;2
2020;W;Junah;1
2020;M;Juri;1
2020;W;Kadek;1
2020;W;Kaja;1
2020;M;Kemal;1
2020;M;Kevin;1
2020;M;Keyan;1
2020;W;Klea;2
2020;M;Kylian;1
2020;W;Laurie;1
2020;M;Laurin;3
2020;W;Lea;6
2020;M;Leandro;2
2020;M;Len;1
2020;W;Leonor;1
2020;W;Leora;1
2020;M;Liam;9
2020;W;Lilian;1
2020;W;Lilliana;1
2020;W;Lilly;1
2020;W;Linda;1
2020;W;Mireille;1
2020;W;Naemi;1
2020;W;Naomie;1
2020;W;Natpatson;1
2020;W;Naya;1
2020;M;Nean;1
2020;W;Nefes;1
2020;M;Nicholas;1
2020;W;Norina;1
2020;M;Ömerhan;1
2020;M;Paco;1
2020;M;Philip;3
2021;M;Allan;1
2021;W;Amea;1
2021;M;Amos;1
2021;M;Aniruth;1
2021;M;Anton;3
2021;M;Ari;3
2021;M;Arun;1
2021;M;Aurel;1
2021;M;Benicio;1
2021;M;Benjin;1
2021;W;Binta;1
2021;M;Carlo;1
2021;W;Charleene;1
2021;M;Christian;1
2021;W;Clara;3
2021;W;Cleo;6
2021;M;Daniel;6
2021;M;Dario;1
2021;W;Edda;2
2021;M;Elijah;2
2021;M;Elvin;1
2021;M;Emmanuel;1
2021;M;Ennio;4
2021;M;Gabriel;8
2021;M;Giuliano;1
2021;M;Haroun;1
2021;W;Hira;2
2012;W;Nelly;1
2012;M;Nemanja;1
2012;M;Nevio;5
2012;M;Nikola;2
2012;M;Nils;3
2012;M;Noah;15
2012;M;Noé;1
2012;W;Noemi;1
2012;M;Noris;1
2012;W;Ojasvi;1
2012;M;Paul;4
2012;W;Paula;7
2012;M;Pelle;1
2012;W;Philine;1
2012;M;Philippe;1
2012;W;Priscilla;1
2012;M;Qerim;1
2012;M;Ramy;1
2012;M;Rino;1
2012;M;Rinor;1
2012;W;Romila;1
2012;W;Romy;1
2012;W;Saara;1
2012;M;Samiel;1
2012;M;Samuele;1
2012;M;Sander;2
2012;M;Santiago;2
2012;M;Seva;1
2012;W;Shannon;1
2012;W;Siena;1
2012;M;Simon;1
2012;W;Sina;2
2012;M;Sinan;1
2012;W;Sinje;1
2012;W;Siri;1
2012;M;Sjuul;1
2012;W;Somaira;1
2012;W;Sonia;1
2012;W;Sophie;6
2012;M;Sravin;1
2012;W;Tafani;1
2012;M;Tamar;1
2012;M;Theo;1
2012;M;Theodor;2
2012;M;Tim;2
2012;W;Timea;3
2012;M;Tomas;1
2012;M;Torsten;1
2012;M;Tristan;2
2012;M;Turaner;1
2012;W;Tyra;1
2012;M;Valdet;1
2012;M;Valentin;3
2012;M;Vincenzo;1
2012;M;Vito;1
2012;W;Waniya;1
2012;W;Wilhelmina;1
2012;M;Yaseen;1
2012;M;Yassin;1
2012;M;Yuel;1
2012;M;Yunus;1
2012;W;Zahina;1
2012;W;Zerrin;1
2012;M;Zi;1
2012;M;Zino;1
2012;W;Zohana;1
2013;M;Aadi;1
2015;W;Vivienne;1
2015;M;William;1
2015;M;Xavi;1
2015;W;Yagmur;1
2015;M;Yanis;1
2015;W;Yara;1
2015;M;Yaron;1
2015;W;Yasmine;1
2015;M;Yunus;1
2015;M;Yuri;1
2015;W;Zerya;1
2015;W;Zeynep;1
2015;W;Zoey;3
2016;W;Aarna;1
2016;W;Abeesha;1
2016;W;Achoura;1
2016;W;Ainoa;1
2016;M;Ajan;4
2016;W;Alba;3
2016;M;Alberto;1
2016;W;Alea;3
2016;M;Alen;1
2016;M;Alexander;9
2016;M;Alfred;1
2016;M;Aliayaz;1
2016;W;Alice;2
2016;W;Aliyah;1
2016;W;Aliza;1
2016;W;Alketa;1
2016;W;Allegra;1
2016;M;Almedin;1
2016;M;Altrin;1
2016;W;Amanda;1
2016;W;Amara;1
2016;W;Ana;2
2016;M;Anas;1
2016;W;Anchika;1
2016;W;Andrea;1
2016;W;Angela;1
2016;W;Annabelle;1
2016;W;Anouk;6
2016;M;Anton;2
2016;W;Antonia;1
2016;M;Anuar;3
2016;M;Arda;2
2016;M;Aren;1
2016;M;Ares;1
2016;M;Arian;5
2016;M;Arush;1
2016;M;Asmen;1
2016;M;Aurel;1
2016;W;Ayana;3
2016;W;Ayla-Su;1
2016;M;Bardo;1
2016;M;Béla;1
2016;M;Ben;7
2016;W;Benedita;1
2016;M;Benjamin;3
2016;W;Beritan;1
2016;M;Boran;1
2016;W;Buse;1
2016;M;Can;2
2016;M;Carlo;1
2016;W;Catarina;1
2016;W;Cécile;1
2016;W;Celeste;1
2016;W;Charlène;1
2016;M;Charles;1
2016;W;Chioma;1
2016;M;Christos;1
2016;W;Coco;1
2016;M;Colin;1
2016;M;Collin;1
2016;M;Damin;1
2016;M;Daniel;6
2016;W;Daria;1
2016;W;Darlennys;1
2016;W;Dheviyna;1
2016;M;Diamant;1
2016;W;Dilara;2
2016;M;Dimitri;1
2016;M;Dion;1
2016;M;Dorian;1
2013;M;Abbas;1
2013;M;Abdulsamet;1
2013;M;Adar;1
2013;W;Adele;3
2013;M;Adrian;2
2013;M;Ahmed;2
2013;M;Ahron;1
2013;W;Aïna;1
2013;M;Ajan;4
2013;M;Ajet;1
2013;W;Ajla;1
2013;M;Akshay;1
2013;W;Alea;1
2013;M;Alessandro;4
2013;M;Alexander;8
2013;W;Aleyah;1
2013;M;Alfred;1
2013;W;Alisia;1
2013;W;Amarachiani;1
2013;W;Ambra;1
2013;W;Amelya;1
2013;W;Amina;1
2013;W;Anahi;1
2013;M;Anatoli;1
2013;W;Angelina;3
2013;W;Anic;1
2013;W;Anina;1
2013;W;Anna;13
2013;W;Annemarie;1
2013;M;Anouar;1
2013;W;Anouk;2
2013;M;Antoine;1
2013;M;Anton;4
2013;W;Aoife;2
2013;M;Aras;1
2013;M;Arden;1
2013;M;Asmael;1
2013;W;Asya;2
2013;M;Ata;1
2013;W;Avital;1
2013;W;Ayelet;1
2013;M;Begjet;1
2013;M;Blini;2
2013;M;Carlo;1
2013;M;Chahine;1
2013;W;Chrystal;1
2013;W;Dalia;1
2013;M;Dara;1
2013;M;Edward;1
2013;W;Elea;3
2013;W;Eleonora;1
2013;W;Elin;1
2013;W;Eliyana;1
2013;W;Eloise;1
2013;M;Émile;1
2016;W;Ejla;1
2016;M;Eleazar;1
2016;W;Elena;11
2016;W;Elinor;1
2016;M;Elis;1
2016;M;Emilio;1
2016;M;Endrik;1
2016;M;Enes;2
2016;W;Eugena;1
2016;W;Ezmira;1
2016;M;Faris;1
2016;W;Fay;1
2016;W;Filippa;1
2016;M;Fiodor;1
2016;W;Gaia;2
2016;W;Gianna;2
2016;M;Hamza;2
2016;W;Havin;1
2016;M;Ismet;1
2016;M;Itamar;1
2016;M;Jari;2
2016;W;Jelena;1
2016;M;Jim;1
2016;M;Joli;1
2016;W;Joya;1
2016;W;Julie;3
2016;W;Kamile;1
2016;M;Keano;1
2016;M;Kosta;1
2016;M;Largo;1
2016;W;Larissa;1
2016;W;Leona;2
2013;M;Eneas;1
2013;W;Erika;1
2013;M;Erkan;1
2013;M;Evan;1
2013;M;Ezekiel;1
2013;W;Finja;1
2013;M;Finley;2
2013;M;Florian;4
2013;M;Francisco;1
2013;M;Gabriele;1
2013;M;Habibi;1
2013;W;Havin;1
2013;W;Jacqueline;1
2013;M;Jamin;1
2013;M;Jasper;1
2013;W;Jennifer;1
2013;W;Jimena;1
2013;W;Josefina;2
2013;W;Julia;8
2013;M;Karlo;1
2013;M;Klei;1
2013;W;Ladina;2
2013;W;Larsia;1
2013;W;Lenea;1
2013;W;Lenja;2
2013;M;Lenni;1
2013;M;Leonard;5
2013;M;Leonit;1
2013;W;Leyla;2
2013;W;Lilith;1
2013;W;Lilou;1
2013;M;Linus;3
2013;W;Livina;1
2013;M;Lorik;2
2013;W;Lou;1
2013;M;Louie;1
2013;W;Ludovica;1
2013;M;Luka;5
2013;M;Mahamadou;1
2013;W;Maja;2
2013;W;Majda;1
2013;W;Malin;1
2013;M;Malo;1
2013;M;Marco;2
2013;W;Mariam;2
2013;M;Martin;3
2013;M;Marwin;1
2013;M;Mateo;3
2013;M;Matthys;1
2013;W;Melissa;3
2013;W;Mila;6
2013;M;Milan;1
2013;M;Mirhan;1
2013;M;Mischa;1
2013;M;Moritz;5
2013;M;Muhammed;4
2013;M;Nael;1
2013;W;Nala;1
2013;W;Nayeli;1
2013;W;Nele;1
2013;M;Nelio;3
2013;M;Nicholas;1
2013;M;Nick;1
2013;M;Nicolas;5
2013;M;Nikolai;1
2013;W;Nilda;2
2013;W;Noomi;1
2013;M;Noyan;1
2013;W;Nuri;2
2013;W;Nuria;2
2013;M;Oliver;3
2013;M;Paul;5
2013;M;Peniel;1
2013;M;Prabhav;1
2013;M;Rayan;3
2013;M;Remo;1
2013;M;Ricardo;1
2013;M;Richel;1
2013;M;Royoth;1
2013;M;Saimon;1
2013;M;Sajeev;1
2013;W;Salma;2
2013;M;Samuel;6
2013;W;Sandra;1
2013;M;Selim;2
2013;M;Semih;2
2013;M;Shai-Noah;1
2013;M;Sil;1
2013;W;Sila;1
2013;M;Simon;1
2013;W;Sofia;8
2013;M;Stefan;3
2013;W;Talma;1
2013;M;Tauto;1
2016;M;Liam;5
2016;W;Lijana;2
2016;W;Lillia;1
2016;M;Lisian;1
2016;M;Livius;1
2016;W;Loreley;1
2016;M;Lorik;2
2016;W;Lotta;1
2016;M;Lounis;1
2016;M;Luc;1
2016;M;Lucien;3
2016;W;Luoxin;1
2016;M;Lyam;1
2016;M;Mael;2
2016;W;Magali;1
2016;W;Maja;4
2016;W;Malaika;1
2016;M;Marco;2
2016;W;Marion;1
2016;M;Marius;1
2016;M;Maro;1
2016;W;Marta;2
2016;W;Matilda;2
2016;M;Mato;1
2016;M;Maurice;1
2016;M;Merdan;3
2016;M;Mic;1
2016;M;Michael;1
2016;W;Mija;1
2016;W;Milica;1
2016;M;Milo;3
2016;W;Mireille;1
2016;W;Mona;1
2016;W;Monica;1
2016;M;Moritz;3
2016;M;Naël;1
2016;W;Naemi;1
2016;M;Naftali;1
2016;M;Naim;1
2016;W;Nala;1
2016;W;Nardos;1
2016;W;Nele;1
2016;M;Nelio;2
2016;W;Nerea;1
2016;M;Nicholas;1
2016;M;Nicolas;4
2016;W;Nihan;1
2016;M;Nikola;2
2016;M;Nils;2
2016;M;Noé;1
2016;W;Noemi;1
2016;M;Novak;1
2016;W;Olive;1
2016;M;Paul;4
2016;W;Paula;4
2016;W;Paulina;1
2016;M;Pavle;1
2016;M;Phill;1
2016;M;Pierre;1
2016;M;Quentin;1
2016;W;Rabia;1
2016;W;Rachel;1
2016;W;Raffaella;1
2016;W;Rejana;2
2016;M;Remy;1
2016;M;Renato;1
2016;W;Rhea;3
2016;W;Riana;1
2016;W;Rianne;1
2016;W;Rivka;1
2016;W;Rojda;1
2016;W;Romaisa;1
2016;W;Rona;1
2016;W;Ronja;2
2016;M;Sacha;1
2016;W;Sahana;1
2013;M;Thibault;1
2013;W;Tilla;1
2013;M;Timon;3
2013;M;Tristan;2
2013;W;Vanessa;3
2013;W;Veda;1
2013;W;Victoria;5
2013;M;Wim;1
2013;M;Yaro;1
2013;W;Zeynep;2
2014;W;Aarusha;1
2014;M;Adam;2
2014;W;Adele;1
2014;M;Agon;1
2014;W;Aina;1
2014;W;Ainoa;1
2014;W;Ajla;1
2014;M;Albie;1
2014;W;Alea;4
2014;M;Alen;1
2014;M;Alexandros;1
2014;W;Alketa;1
2014;M;Amadeus;1
2014;W;Amara-Evin;1
2014;W;Amayra;1
2014;W;Amelia;2
2014;M;Andrea;1
2014;M;Aniruddh;1
2014;W;Anita;1
2014;W;Anna;8
2014;W;Anna-Madleina;1
2014;W;Anni;1
2014;M;Ardian;1
2014;M;Arian;1
2014;M;Aris;1
2014;M;Armanc;1
2014;M;Arved;1
2014;M;Avyukt;1
2014;W;Ayla;1
2014;M;Azahel;1
2014;M;Bailo;1
2014;M;Bastian;1
2014;W;Belén;1
2014;M;Bellal;1
2014;M;Benno;1
2014;W;Beren;1
2014;M;Berk;1
2014;W;Bia;1
2014;M;Bilal;1
2014;M;Birhat;1
2014;M;Carlos;1
2014;W;Carlotta;2
2014;M;Cevdet;1
2014;W;Channa;1
2014;W;Charlize;1
2014;M;Clément;1
2014;W;Coco;1
2014;M;Cosmo;1
2014;M;Damiano;1
2014;M;Daner;1
2014;W;Defne;2
2014;W;Denise;1
2014;W;Desdina;1
2014;M;Dion;2
2014;W;Diva;1
2014;M;Dominic;1
2014;M;Ebubekir;1
2014;W;Ecrin;1
2014;M;Edmund;1
2014;M;Efe;1
2014;W;Ela;2
2014;M;Eldon;1
2016;M;Samir;1
2016;M;Santiago;3
2016;W;Scarlett;1
2016;W;Selina;1
2016;M;Simon;3
2016;W;Sita;1
2016;W;Sofia;7
2016;W;Suela;1
2016;W;Tanem;1
2016;M;Taner;1
2016;M;Tenzin;2
2016;W;Thea;1
2016;M;Tom;1
2016;M;Torben;1
2016;M;Ulysse;1
2016;M;Umar;1
2016;M;Utku;1
2016;M;Valentin;4
2016;W;Valérie;1
2016;M;Viggo;1
2016;M;Vihaan;1
2016;M;Vincenzo;1
2016;M;Vit;1
2016;W;Vivienne;2
2016;M;Vukan;1
2016;M;Xavier;1
2016;M;Yassin;1
2016;W;Zahra;1
2016;W;Zehra;1
2016;W;Zerda;1
2017;M;Adrian;3
2017;M;Agastya;1
2017;M;Airam;1
2017;W;Aitana;1
2017;W;Ajla;1
2017;W;Alba;2
2017;W;Alea;4
2017;M;Aleksi;1
2017;W;Aleyna;1
2017;W;Alice;2
2017;W;Alicia;1
2017;W;Alya;1
2017;W;Ana;1
2017;M;André;2
2017;W;Angelina;2
2017;W;Aniela;1
2017;W;Anouk;2
2017;M;Anton;4
2017;M;Arbnor;1
2017;M;Ari;1
2017;M;Arion;1
2017;W;Arnela;1
2017;M;Aron;1
2017;W;Aura;1
2017;W;Aurelia;2
2017;M;Bastien;1
2017;M;Ben;3
2017;M;Benjamin;2
2014;W;Eliesa;2
2014;W;Elina;2
2014;W;Elinor;2
2014;W;Elisa;5
2014;W;Ellen;1
2014;W;Elsa;1
2014;M;Emanuel;5
2014;W;Emna;1
2014;W;Ena;1
2014;W;Enna;1
2014;M;Enver;1
2014;M;Ephraim;1
2014;M;Eric;1
2014;M;Ermis;1
2014;M;Ernes;1
2014;M;Evan;2
2014;W;Evin;1
2014;M;Fabian;1
2014;M;Felix;1
2014;M;Fidan;1
2014;W;Fiorella;1
2014;M;Francesco;2
2014;M;Fredrik;1
2014;M;Gian;4
2014;W;Greta;3
2014;M;Harun;1
2014;W;Hümeyra;1
2014;M;Ibrahim;1
2014;W;Ifraax;1
2014;M;Ivan;3
2014;M;Jaden;1
2014;M;Jakob;4
2014;M;Jan;4
2014;M;Jasir;1
2014;M;Jean;1
2014;W;Jemina;1
2014;W;Jessica;2
2014;W;Jeyra;1
2014;M;Jonas;4
2014;M;Julian;5
2014;W;Karina;1
2014;W;Kayla;1
2014;W;Kenya;1
2014;M;Kimi;2
2014;M;Koray;1
2014;M;Kron;1
2014;W;Larina;1
2014;W;Leandra;1
2014;M;Leart;1
2014;M;Ledion;2
2014;M;Lènard;1
2014;M;Lennard;1
2014;M;Lennox;2
2014;M;Leonid;2
2014;M;Leve;1
2014;W;Leyla;2
2014;M;Liart;1
2014;W;Lilith;1
2014;M;Linos;1
2014;M;Lionel;5
2017;M;Bjarne;1
2017;M;Blerand;1
2017;M;Cafer;1
2017;W;Camila;1
2017;W;Carlina;1
2017;W;Catherine;1
2017;W;Cecilia;1
2017;W;Celia;1
2017;W;Chloë;1
2017;M;Christoph;1
2017;W;Daria;2
2017;W;Dea;2
2017;W;Dibora;1
2017;W;Diebora;1
2017;W;Dijona;1
2017;W;Diona;1
2017;M;Dominik;2
2017;M;Dylan;1
2017;W;Edna;1
2017;W;Elena;9
2017;W;Eleni;2
2017;W;Elin;4
2017;W;Elina;1
2017;W;Elisa;5
2017;W;Ellie;2
2017;M;Elvin;1
2017;W;Elzana;1
2017;M;Emeth;1
2017;W;Emilie;2
2017;M;Emilio;2
2017;M;Ensar;3
2017;M;Ermal;1
2017;M;Ermis;1
2017;W;Evîn;1
2017;W;Ezgi;1
2017;W;Ezkeyda;1
2017;M;Fedro;1
2017;M;Felix;4
2017;W;Finja;1
2017;W;Flavia;1
2017;W;Flurina;1
2017;M;Francisco;2
2017;W;Frida;3
2017;M;George;2
2017;M;Gino;1
2017;M;Gökalp;1
2017;M;Gregor;1
2017;W;Greta;1
2017;W;Hafsa;1
2017;M;Hasan;1
2017;M;Hazim;1
2017;W;Hedwig;1
2017;W;Heide;1
2017;W;Hélena;1
2017;M;Henryk;1
2017;W;Hevin;1
2017;M;Hippolyte;1
2017;W;Hivda;1
2017;M;Igor;1
2017;M;Ilai;1
2017;M;Ilan;1
2017;W;Ina;1
2017;W;Inara;1
2017;W;Irma;1
2017;M;Isaak;1
2017;M;Jack;2
2017;W;Jasmim;1
2017;W;Jasmine;1
2017;M;Joaquim;1
2017;M;Johann;2
2017;M;Johnny;1
2017;M;Jonah;2
2017;M;Jonathan;5
2017;M;Jorin;1
2017;M;Joris;2
2017;W;Josephine;2
2017;W;Joya;1
2017;M;Julius;1
2017;W;June;1
2017;M;Juri;1
2017;M;Kabael;1
2017;W;Kaelyn;1
2017;W;Kalia;1
2017;M;Karim;1
2017;W;Karlet;1
2017;M;Kenneth;1
2017;W;Klea;3
2017;M;Kuzey;2
2017;M;Lasith;1
2017;M;Laurenz;1
2017;M;Laurin;6
2017;W;Layla;1
2017;M;Lazar;3
2017;W;Lea;5
2017;M;Leano;3
2017;M;Ledion;2
2017;W;Leni;1
2017;M;Lenny;3
2017;W;Leona;3
2017;W;Letife;1
2017;W;Liliane;1
2017;W;Lilja;1
2017;M;Linas;1
2017;W;Lisa;2
2017;W;Lisette;1
2017;W;Lola;1
2017;W;Lorena;1
2017;W;Lotta;2
2017;W;Lou;2
2017;M;Louie;1
2017;W;Luana;3
2017;W;Lucia;1
2017;W;Lucía;1
2017;M;Ludwig;1
2017;M;Luis;8
2017;M;Lukas;10
2017;M;Lyrion;1
2017;W;Mai;1
2017;M;Mailo;1
2017;W;Maira;1
2017;M;Marcello;1
2017;W;Marie;2
2017;W;Mariya;1
2017;W;Marlène;1
2017;W;Marta;3
2017;M;Martin;2
2017;W;Matea;1
2017;M;Mateo;3
2017;M;Matheus;1
2017;W;Mathilde;1
2017;M;Matías;1
2017;W;Mavie;1
2017;M;Maxime;2
2017;W;Maya;3
2017;M;Mehmet;1
2017;W;Melina;2
2017;W;Melissa;1
2017;M;Mickaël;1
2017;M;Mika;2
2017;W;Miral;1
2017;M;Munir;1
2017;W;Myra;1
2017;M;Nanuk;1
2017;W;Nariné;1
2017;W;Nayla;1
2017;W;Nayla-Lucia;1
2017;W;Nelly;1
2017;M;Neo;3
2017;M;Nilas;1
2017;M;Nils;4
2017;W;Nima;1
2017;W;Noelia;2
2017;W;Nura;1
2017;M;Oliver;2
2017;W;Olivia;4
2017;M;Ömer;1
2017;W;Oona;1
2017;M;Oscar;3
2017;M;Panagiotis;1
2017;W;Paola;1
2017;W;Patrizia;1
2017;M;Paul;5
2017;W;Penélope;2
2017;W;Rachel;1
2017;M;Ramiro;1
2017;M;Real;1
2017;W;Rebecca;1
2017;M;Rejan;1
2017;M;Rojeeth;1
2017;W;Ronahi;1
2017;M;Roni;1
2017;W;Rosaria;1
2017;W;Ruby;1
2017;W;Salma;1
2017;M;Samuel;7
2017;M;Samuele;2
2017;M;Santiago;2
2017;M;Sebastian;3
2017;W;Serena;1
2017;W;Siena;1
2017;W;Sienna;1
2017;M;Sipan;1
2017;W;Siti;1
2017;M;Sky;1
2017;W;Smilla;1
2017;W;Sofia;11
2017;W;Stasa;1
2017;M;Sulejmen;1
2017;W;Susi;1
2017;M;Syuan-Cheng;1
2017;M;Talha;1
2017;M;Theodor;2
2017;M;Thiago;4
2017;M;Thijs;1
2017;M;Tigran;1
2017;W;Tmnit;1
2017;M;Tomás;2
2017;M;Toprak;2
2017;M;Tyson;1
2017;W;Una;1
2017;M;Valentin;4
2017;W;Vega;1
2017;W;Venus;1
2017;M;William;2
2017;M;Xavier;1
2017;W;Yagmur;1
2017;M;Yakub;1
2017;M;Yari;1
2017;M;Yll;1
2017;M;Yusuf;2
2017;W;Zerin;1
2017;W;Zeynep;1
2017;W;Zora;2
2017;M;Zyed;1
2018;M;Abdel;1
2018;M;Abondance;1
2018;M;Adi;1
2018;M;Advait;2
2018;W;Ahana;1
2018;M;Aid;1
2018;W;Ailbhe;1
2018;M;Aksith;1
2018;W;Alea;4
2018;M;Aley;1
2018;M;Aliazad;1
2018;W;Alicia;1
2018;W;Alija;1
2018;W;Alissa;1
2018;W;Aliya;1
2018;W;Alya;2
2018;M;Amarav;1
2018;W;Amélie;7
2018;W;Amine;1
2018;M;Amu;1
2018;W;Ana;3
2018;W;Annika;2
2014;W;Lisette;1
2014;W;Liynaa;1
2014;M;Louis;6
2014;W;Louise;4
2014;W;Lucie;2
2014;W;Lucy;1
2014;M;Malik;3
2014;W;María;1
2014;M;Marlo;1
2014;M;Matthew;1
2014;M;Mattis;1
2014;W;Maya;1
2014;W;Mayla;1
2014;M;Michael;1
2014;M;Mickael;1
2014;M;Mika;1
2014;W;Mila;3
2014;M;Milan;3
2014;W;Milla;1
2014;W;Milli;1
2014;W;Mira;5
2014;M;Muhammed;2
2014;M;Munir;1
2014;M;Mustafa;1
2014;W;Najla;1
2014;W;Nala;1
2014;W;Nayeli;1
2014;M;Nicola;1
2014;W;Nola;2
2014;W;Nuria;1
2014;M;Ogie;1
2014;M;Ole;2
2014;M;Olti;1
2014;W;Philippa;1
2014;M;Pier-Andrea;1
2014;M;Poyraz;2
2014;M;Raoul;1
2014;M;Rayan;2
2014;W;Rebecca;1
2014;W;Robin;1
2014;M;Rodrigo;1
2014;M;Ruikao;1
2014;M;Said;1
2014;M;Salmene;1
2014;M;Samin;1
2014;M;Samuele;1
2014;M;Sander;1
2014;M;Selim;1
2014;W;Selvi;1
2014;W;Shefije;1
2014;M;Simon;5
2014;W;Sina;4
2014;W;Sofie;2
2014;W;Sophie;5
2014;W;Soraya;2
2014;W;Stefanie;1
2014;M;Stefanos;1
2018;M;Antoni;1
2018;W;Apichaya;1
2018;M;Arber;1
2018;M;Ari;1
2018;W;Aria;1
2018;W;Arzu;1
2018;W;Ashmitha;1
2018;W;Auden;1
2018;W;Aurelia;4
2018;M;Azad;1
2018;M;Bellitto;1
2018;M;Bennet;1
2018;M;Bjarne;1
2018;M;Blend;1
2018;W;Calliste;1
2018;M;Carlos;1
2018;W;Carlotta;1
2018;M;Damon;1
2018;M;Dardan;1
2018;M;Dario;1
2018;M;Darren;1
2018;M;Demian;1
2018;M;Édouard;1
2018;W;Ela;4
2018;W;Elea;2
2015;M;Lenny;1
2015;W;Maja;1
2015;W;Mara;2
2015;W;Mariam;1
2015;M;Mattia;1
2015;M;Maxim;4
2015;W;Maxima;1
2015;W;Meera;2
2015;W;Mei;1
2015;W;Melissa;1
2015;M;Michael;2
2015;M;Miguel;1
2015;W;Mira;6
2015;W;Nadine;1
2015;W;Nell;1
2015;M;Niclas;2
2015;M;Nicolas;4
2015;W;Noa;1
2015;M;Raphael;2
2015;M;Raphaël;1
2015;M;Rayan;2
2015;W;Ria;1
2015;M;Rines;1
2015;M;Rizgar;1
2015;M;Roman;1
2015;M;Santino;1
2015;W;Shania;1
2015;M;Silvan;1
2015;W;Soa;1
2015;W;Soe;1
2018;W;Inês;1
2018;M;Iven;1
2018;M;Jakob;5
2018;M;Johann;3
2018;W;Jolanda;1
2018;W;Ladina;1
2018;W;Lavinia;1
2018;M;Leart;2
2018;W;Leni;1
2018;M;Lennard;3
2018;M;Leonis;1
2018;W;Leyanne;1
2018;M;Lio;2
2018;M;Livan;1
2018;M;Lorian;2
2018;M;Luan;5
2018;W;Luana;1
2018;M;Luka;4
2018;W;María;1
2018;M;Mark;1
2018;M;Mateo;4
2018;W;Mathea;1
2018;W;Melina;2
2018;M;Michael;1
2018;M;Mikail;1
2018;M;Milan;1
2018;W;Moja;1
2018;M;Mücahit;1
2018;M;Naftoli;1
2018;W;Najla;1
2018;M;Nathaniel;1
2018;M;Nelio;2
2018;M;Nolan;1
2018;M;Norik;1
2018;W;Nubia;1
2018;M;Odysseas;1
2018;M;Onur;1
2018;W;Pennie;1
2018;W;Perla;1
2018;M;Poyraz;1
2018;M;Prashiv;1
2018;M;Rimon;1
2018;M;Rion;1
2018;M;Roj;1
2018;W;Sakurako;1
2018;W;Sophie;6
2018;M;Stanislaw;1
2018;W;Sylwia;1
2018;M;Teodor;2
2018;M;Tijan;1
2018;M;Viyan;1
2019;W;Adalie;1
2019;M;Adam;1
2019;W;Aila;1
2019;W;Ailin;1
2019;M;Ajdin;1
2019;W;Alayah;1
2019;W;Amina;4
2019;W;Aneeka;1
2019;W;Angelina;1
2019;W;Aniko;1
2019;W;Annabelle;1
2019;M;Ardil;1
2019;M;Areti;1
2019;W;Aurora;2
2019;W;Ava;6
2019;M;Avrel;1
2019;M;Basile;1
2019;W;Claire;3
2019;M;Clemens;1
2019;W;Cora;1
2019;M;Daren;1
2019;W;Eliane;1
2019;W;Eliluna;1
2019;M;Elmin;1
2019;M;Emanuel;1
2019;W;Émilie;1
2019;W;Enja;1
2019;M;Éric;1
2019;W;Fatima;1
2019;M;Filip;1
2019;M;Flavio;1
2008;M;Bilal;1
2008;W;Binia;1
2008;M;Bojan;1
2008;M;Boran;2
2008;M;Breogan;1
2008;W;Carolin;1
2008;M;Caspar;1
2008;W;Clara;2
2008;M;Colin;3
2008;M;Constantin;1
